absence_id,employee_id,base_code,role,absence_type,start_date,end_date,days_absent,approved
ABS001397,EMP01555,MAD,Tripulante Cabina,Permiso Sin Goce,2022-02-12,2022-02-19,7,1
ABS001398,EMP01366,SCL,Ground Staff,Vacaciones,2024-07-06,2024-07-25,19,1
ABS001399,EMP00265,MAD,Ground Staff,Vacaciones,2022-03-29,2022-04-10,,1
ABS001400,EMP01796,BOG,Ground Staff,Vacaciones,2022-07-02,2022-07-19,,1
ABS001401,EMP01061,GRU,Agente Check-in,Licencia Medica,2023-01-04,2023-01-20,16,1
ABS001402,EMP00735,EZE,Tripulante Cabina,Vacaciones,2024-07-30,2024-08-18,19,1
ABS001403,EMP00522,LIM,Tripulante Cabina,Capacitacion,2024-01-23,2024-01-25,2,1
ABS001404,EMP01968,SCL,Piloto Copiloto,Capacitacion,2023-06-02,,3,1
ABS001405,EMP01908,LIM,Tripulante Cabina,Accidente Laboral,2023-04-26,2023-04-27,1,1
ABS001406,EMP00549,LIM,Piloto Comandante,Licencia Medica,2024-02-14,2024-03-12,27,1
ABS001407,EMP00305,EZE,Agente Check-in,Licencia Medica,2022-08-28,2022-09-17,20,1
ABS001408,EMP01141,JFK,Ground Staff,Permiso Sin Goce,2022-03-31,2022-04-04,4,1
ABS001409,EMP01102,EZE,Ground Staff,Vacaciones,2022-12-15,2022-12-22,7,1
ABS001410,EMP01524,MAD,Agente Check-in,Vacaciones,2024-02-23,2024-03-02,8,1
ABS001411,EMP00032,SCL,Tripulante Cabina,Licencia Medica,2022-11-07,2022-11-20,13,1
ABS001412,EMP01414,SCL,Agente Check-in,Vacaciones,2022-07-14,2022-07-25,11,1
ABS001413,EMP01936,BOG,Piloto Comandante,Accidente Laboral,2022-10-17,2022-10-27,10,1
ABS001414,EMP01531,BOG,Piloto Comandante,Permiso Sin Goce,2024-05-24,2024-05-27,3,1
ABS001415,EMP01462,SCL,Tripulante Cabina,Ausencia Injustificada,2024-01-19,2024-01-25,6,1
ABS001416,EMP00511,LIM,Piloto Comandante,Vacaciones,2023-09-17,2023-09-26,9,1
ABS001417,EMP01979,LIM,Piloto Copiloto,Vacaciones,2022-03-05,2022-03-17,12,1
ABS001418,EMP01020,BOG,Ground Staff,Permiso Sin Goce,2022-10-03,2022-10-11,8,1
ABS001419,EMP01841,SCL,Supervisor Operaciones,Licencia Medica,2024-10-23,2024-11-20,28,1
ABS001420,EMP01858,LIM,Piloto Comandante,Capacitacion,2024-02-01,2024-02-06,5,1
ABS001421,EMP01881,SCL,Ground Staff,Vacaciones,2023-05-15,2023-05-30,15,1
ABS001422,EMP01436,GRU,Ground Staff,Permiso Sin Goce,2024-06-06,2024-06-16,10,1
ABS001423,EMP01042,GRU,Administrativo,Vacaciones,2024-01-16,,12,1
ABS001424,EMP00011,SCL,Tecnico Mantencion,Vacaciones,2022-04-28,2022-05-14,16,1
ABS001425,EMP00520,EZE,Tripulante Cabina,Vacaciones,2024-11-03,2024-11-17,14,1
ABS001426,EMP01984,SCL,Tripulante Cabina,Vacaciones,2024-06-28,2024-07-07,9,1
ABS001427,EMP00289,EZE,Tripulante Cabina,Licencia Medica,2024-04-11,2024-04-23,12,1
ABS001428,EMP01819,EZE,Supervisor Operaciones,Licencia Medica,2024-07-16,2024-07-27,11,
ABS001429,EMP00535,GRU,Piloto Comandante,Ausencia Injustificada,2022-11-06,2022-11-14,8,1
ABS001430,EMP00973,EZE,Piloto Copiloto,Vacaciones,2023-10-09,2023-10-20,11,1
ABS001431,EMP00666,MIA,Piloto Copiloto,Accidente Laboral,2024-07-27,,7,0
ABS001432,EMP00366,MIA,Ground Staff,Vacaciones,2024-12-12,2024-12-24,12,1
ABS001433,EMP00207,BOG,Tripulante Cabina,Vacaciones,2023-02-27,2023-03-20,21,1
ABS001434,EMP01399,BOG,Tripulante Cabina Senior,Vacaciones,2022-09-17,2022-09-28,11,1
ABS001435,EMP01558,LIM,Supervisor Operaciones,Licencia Medica,2023-02-17,2023-02-24,7,1
ABS001436,EMP00388,BOG,Tripulante Cabina Senior,Vacaciones,2024-10-23,2024-11-09,17,1
ABS001437,EMP00356,EZE,Agente Check-in,Licencia Medica,2023-10-14,2023-10-21,7,0
ABS001438,EMP00077,EZE,Ground Staff,Vacaciones,2022-07-26,2022-08-13,18,1
ABS001439,EMP00129,EZE,Tripulante Cabina,Capacitacion,2022-12-21,2022-12-23,2,1
ABS001440,EMP01957,LIM,Tripulante Cabina Senior,Licencia Medica,2022-01-24,2022-02-18,25,1
ABS001441,EMP01466,LIM,Supervisor Operaciones,Vacaciones,2024-04-13,2024-04-21,8,1
ABS001442,EMP01748,BOG,Piloto Comandante,Licencia Medica,2022-12-30,2023-01-16,17,1
ABS001443,EMP00667,LIM,Piloto Copiloto,Licencia Medica,2023-05-11,2023-06-04,24,
ABS001444,EMP01248,BOG,Agente Check-in,Licencia Medica,2022-07-13,2022-07-26,13,1
ABS001445,EMP01697,GRU,Piloto Comandante,Licencia Medica,2023-02-26,2023-02-28,,1
ABS001446,EMP00618,BOG,Agente Check-in,Licencia Medica,2022-09-17,2022-10-15,28,1
ABS001447,EMP00497,BOG,Tripulante Cabina Senior,Vacaciones,2023-09-25,2023-10-10,15,1
ABS001448,EMP00631,BOG,Ground Staff,Vacaciones,2023-01-03,2023-01-18,15,1
ABS001449,EMP01484,SCL,Piloto Copiloto,Vacaciones,2022-01-04,2022-01-25,21,1
ABS001450,EMP00090,SCL,Tripulante Cabina,Vacaciones,2024-01-19,2024-01-28,9,1
ABS001451,EMP00577,BOG,Tripulante Cabina Senior,Ausencia Injustificada,2023-10-14,2023-10-18,4,1
ABS001452,EMP00205,MIA,Tripulante Cabina Senior,Vacaciones,2022-10-19,2022-10-30,11,1
ABS001453,EMP01955,MIA,Ground Staff,Capacitacion,2022-01-28,2022-01-31,3,1
ABS001454,EMP00767,EZE,Tripulante Cabina Senior,Vacaciones,2023-05-29,2023-06-15,,1
ABS001455,EMP01107,BOG,Tripulante Cabina Senior,Licencia Medica,2023-01-08,2023-01-16,8,1
ABS001456,EMP00392,LIM,Tripulante Cabina Senior,Vacaciones,2024-02-02,2024-02-18,16,1
ABS001457,EMP00892,MIA,Administrativo,Licencia Medica,2023-04-10,2023-04-12,2,0
ABS001458,EMP00663,GRU,Tripulante Cabina Senior,Permiso Sin Goce,2024-01-23,2024-01-24,1,1
ABS001459,EMP00079,GRU,Tripulante Cabina,Vacaciones,2022-03-09,2022-03-25,16,1
ABS001460,EMP00272,GRU,Agente Check-in,Licencia Medica,2022-01-08,2022-02-03,26,1
ABS001461,EMP01859,MAD,Administrativo,Permiso Sin Goce,2024-02-24,2024-03-03,8,1
ABS001462,EMP01009,BOG,Tecnico Mantencion,Licencia Medica,2022-07-13,,14,1
ABS001463,EMP00682,JFK,Agente Check-in,Permiso Sin Goce,2022-08-31,2022-09-10,10,1
ABS001464,EMP01135,LIM,Tripulante Cabina,Licencia Medica,2023-11-07,2023-12-03,26,1
ABS001465,EMP01412,SCL,Piloto Copiloto,Permiso Sin Goce,2022-10-12,2022-10-15,3,
ABS001466,EMP00325,SCL,Tecnico Mantencion,Capacitacion,2024-05-24,2024-05-27,3,0
ABS001467,EMP01357,SCL,Tripulante Cabina,Vacaciones,2023-01-04,2023-01-23,19,1
ABS001468,EMP01655,BOG,Tripulante Cabina,Licencia Medica,2023-01-02,2023-01-04,2,1
ABS001469,EMP00336,LIM,Piloto Comandante,Licencia Medica,2022-07-27,2022-08-10,14,1
ABS001470,EMP00490,LIM,Tripulante Cabina Senior,Accidente Laboral,2022-07-17,2022-07-26,9,1
ABS001471,EMP00928,BOG,Tripulante Cabina,Licencia Medica,2024-01-15,2024-02-04,20,1
ABS001472,EMP00482,MIA,Administrativo,Vacaciones,2022-01-24,2022-02-05,12,0
ABS001473,EMP00838,GRU,Piloto Copiloto,Licencia Medica,2022-07-27,,13,1
ABS001474,EMP01888,SCL,Supervisor Operaciones,Vacaciones,2024-07-12,2024-07-25,13,1
ABS001475,EMP00913,GRU,Ground Staff,Vacaciones,2023-01-28,2023-02-07,10,1
ABS001476,EMP00605,BOG,Agente Check-in,Licencia Medica,2023-12-05,2023-12-09,4,1
ABS001477,EMP00939,EZE,Piloto Comandante,Licencia Medica,2022-01-26,2022-02-18,23,1
ABS001478,EMP01011,SCL,Ground Staff,Licencia Medica,2022-01-09,2022-02-02,24,1
ABS001479,EMP00398,GRU,Agente Check-in,Capacitacion,2023-06-04,2023-06-05,1,1
ABS001480,EMP01953,SCL,Agente Check-in,Licencia Medica,2024-06-08,2024-06-22,14,
ABS001481,EMP00143,GRU,Supervisor Operaciones,Licencia Medica,2022-06-28,2022-07-09,11,1
ABS001482,EMP01020,BOG,Supervisor Operaciones,Permiso Sin Goce,2023-10-18,2023-10-22,4,1
ABS001483,EMP01409,BOG,Piloto Comandante,Vacaciones,2023-01-05,2023-01-13,8,0
ABS001484,EMP00481,MAD,Ground Staff,Permiso Sin Goce,2022-04-13,2022-04-16,3,1
ABS001485,EMP00590,EZE,Tripulante Cabina,Vacaciones,2023-11-03,2023-11-18,15,1
ABS001486,EMP01529,GRU,Tripulante Cabina Senior,Vacaciones,2024-07-22,2024-07-31,9,1
ABS001487,EMP01262,LIM,Tripulante Cabina Senior,Licencia Medica,2023-02-03,2023-02-18,15,1
ABS001488,EMP01021,MIA,Ground Staff,Permiso Sin Goce,2024-01-13,2024-01-23,10,1
ABS001489,EMP01404,LIM,Agente Check-in,Licencia Medica,2024-07-09,2024-08-07,29,1
ABS001490,EMP01411,BOG,Tripulante Cabina,Licencia Medica,2022-12-21,2023-01-01,11,1
ABS001491,EMP01632,SCL,Piloto Copiloto,Capacitacion,2022-06-16,2022-06-17,1,1
ABS001492,EMP00625,SCL,Seguridad,Accidente Laboral,2022-07-17,2022-07-18,1,1
ABS001493,EMP01006,BOG,Ground Staff,Vacaciones,2022-06-10,2022-06-24,14,1
ABS001494,EMP01169,BOG,Tripulante Cabina Senior,Vacaciones,2022-04-26,2022-05-14,18,1
ABS001495,EMP01283,GRU,Piloto Copiloto,Vacaciones,2022-02-18,2022-03-04,14,1
ABS001496,EMP01730,GRU,Agente Check-in,Permiso Sin Goce,2022-07-27,2022-08-04,8,1
ABS001497,EMP00623,LIM,Agente Check-in,Licencia Medica,2023-06-14,2023-06-26,12,1
ABS001498,EMP00675,EZE,Seguridad,Licencia Medica,2022-09-28,2022-10-03,5,1
ABS001499,EMP01146,MIA,Piloto Comandante,Vacaciones,2023-04-30,2023-05-21,,1
ABS001500,EMP00956,GRU,Tripulante Cabina Senior,Permiso Sin Goce,2024-01-09,2024-01-13,4,0
ABS001501,EMP01290,EZE,Tripulante Cabina,Permiso Sin Goce,2023-01-28,2023-02-04,7,1
ABS001502,EMP01577,JFK,Piloto Copiloto,Accidente Laboral,2022-08-15,2022-08-16,1,1
ABS001503,EMP00321,SCL,Tripulante Cabina,Licencia Medica,2023-01-11,2023-02-03,23,1
ABS001504,EMP00694,LIM,Piloto Copiloto,Permiso Sin Goce,2022-01-06,2022-01-08,2,1
ABS001505,EMP01541,EZE,Agente Check-in,Licencia Medica,2023-01-25,2023-02-16,22,1
ABS001506,EMP01156,LIM,Piloto Comandante,Licencia Medica,2022-08-15,2022-09-09,25,1
ABS001507,EMP00578,BOG,Piloto Comandante,Ausencia Injustificada,2024-03-15,2024-03-21,6,1
ABS001508,EMP01747,SCL,Tripulante Cabina Senior,Licencia Medica,2023-06-08,2023-07-05,27,1
ABS001509,EMP00123,SCL,Tripulante Cabina,Licencia Medica,2023-07-13,2023-08-12,30,1
ABS001510,EMP00727,SCL,Ground Staff,Ausencia Injustificada,2024-11-22,2024-11-29,7,1
ABS001511,EMP01707,SCL,Tripulante Cabina Senior,Vacaciones,2022-01-09,2022-01-27,18,1
ABS001512,EMP01605,SCL,Tripulante Cabina,Capacitacion,2022-10-03,2022-10-04,1,0
ABS001513,EMP01132,MIA,Tripulante Cabina Senior,Vacaciones,2023-09-14,2023-09-22,8,
ABS001514,EMP01978,SCL,Tecnico Mantencion,Capacitacion,2024-06-24,2024-06-28,4,1
ABS001515,EMP00885,BOG,Seguridad,Vacaciones,2023-01-20,2023-02-02,13,1
ABS001516,EMP00925,BOG,Tripulante Cabina,Vacaciones,2022-01-10,2022-01-17,7,1
ABS001517,EMP00535,SCL,Supervisor Operaciones,Licencia Medica,2023-01-04,2023-02-02,29,1
ABS001518,EMP01663,SCL,Tripulante Cabina,Capacitacion,2024-08-07,2024-08-08,1,1
ABS001519,EMP00395,MAD,Agente Check-in,Vacaciones,2024-10-08,2024-10-19,11,1
ABS001520,EMP01339,LIM,Agente Check-in,Accidente Laboral,2024-05-22,2024-05-27,5,1
ABS001521,EMP01707,SCL,Tripulante Cabina,Licencia Medica,2023-08-30,2023-09-11,12,1
ABS001522,EMP00344,LIM,Supervisor Operaciones,Vacaciones,2023-08-16,2023-09-05,20,1
ABS001523,EMP00441,SCL,Piloto Comandante,Permiso Sin Goce,2024-10-25,2024-11-03,9,1
ABS001524,EMP01648,GRU,Administrativo,Vacaciones,2023-05-05,2023-05-12,7,1
ABS001525,EMP01521,SCL,Agente Check-in,Permiso Sin Goce,2024-01-07,2024-01-17,10,1
ABS001526,EMP00293,LIM,Tripulante Cabina Senior,Vacaciones,2023-11-25,2023-12-10,15,1
ABS001527,EMP01939,BOG,Piloto Comandante,Vacaciones,2023-07-04,2023-07-16,12,1
ABS001528,EMP00959,bogota,Tripulante Cabina,Capacitacion,2023-01-15,2023-01-19,4,1
ABS001529,EMP00365,LIM,Agente Check-in,Licencia Medica,2023-07-22,2023-08-12,21,1
ABS001530,EMP01229,LIM,Ground Staff,Permiso Sin Goce,2023-03-26,2023-03-30,4,1
ABS001531,EMP00037,SCL,Tripulante Cabina Senior,Capacitacion,2024-01-12,2024-01-16,4,1
ABS001532,EMP00984,LIM,Supervisor Operaciones,Licencia Medica,2023-04-15,,8,1
ABS001533,EMP01770,LIM,Administrativo,Accidente Laboral,2023-10-01,,3,1
ABS001534,EMP00028,SCL,Agente Check-in,Licencia Medica,2024-07-22,2024-08-08,17,1
ABS001535,EMP00209,MAD,Tripulante Cabina Senior,Permiso Sin Goce,2023-08-29,2023-09-01,3,1
ABS001536,EMP00379,SCL,Piloto Copiloto,Licencia Medica,2024-03-23,2024-04-19,,1
ABS001537,EMP00946,SCL,Tecnico Mantencion,Vacaciones,2024-07-21,2024-07-30,9,
ABS001538,EMP01110,GRU,Tripulante Cabina Senior,Licencia Medica,2023-01-29,2023-02-21,23,1
ABS001539,EMP01696,GRU,Tripulante Cabina,Vacaciones,2022-01-12,2022-01-29,,0
ABS001540,EMP01009,GRU,Agente Check-in,Vacaciones,2022-04-06,2022-04-21,15,1
ABS001541,EMP00339,GRU,Tripulante Cabina Senior,Licencia Medica,2022-04-13,2022-04-21,8,1
ABS001542,EMP00023,BOG,Tripulante Cabina Senior,Ausencia Injustificada,2023-08-03,2023-08-13,10,1
ABS001543,EMP01270,GRU,Piloto Comandante,Vacaciones,2023-01-13,2023-01-21,8,1
ABS001544,EMP00945,LIM,Tripulante Cabina,Accidente Laboral,2022-05-16,2022-05-18,2,1
ABS001545,EMP00642,BOG,Tripulante Cabina Senior,Vacaciones,2024-01-26,2024-02-06,11,1
ABS001546,EMP01452,JFK,Supervisor Operaciones,Vacaciones,2023-01-14,2023-01-25,11,1
ABS001547,EMP01831,GRU,Ground Staff,Vacaciones,2023-08-26,2023-09-05,10,1
ABS001548,EMP01942,GRU,Tripulante Cabina Senior,Licencia Medica,2023-07-21,2023-08-19,29,1
ABS001549,EMP00568,EZE,Agente Check-in,Vacaciones,2024-03-05,2024-03-21,16,1
ABS001550,EMP01356,EZE,Tripulante Cabina,Permiso Sin Goce,2022-12-23,2022-12-24,1,1
ABS001551,EMP01344,GRU,Agente Check-in,Licencia Medica,2023-07-08,2023-08-05,28,1
ABS001552,EMP00683,EZE,Tripulante Cabina,Vacaciones,2023-07-27,2023-08-05,9,1
ABS001553,EMP01621,GRU,Tripulante Cabina,Vacaciones,2022-01-25,2022-02-13,19,1
ABS001554,EMP00680,GRU,Tripulante Cabina,Permiso Sin Goce,2022-11-29,2022-12-07,,0
ABS001555,EMP01218,GRU,Ground Staff,Licencia Medica,2023-09-02,2023-09-22,20,1
ABS001556,EMP01464,GRU,Administrativo,Licencia Medica,2023-07-24,,26,1
ABS001557,EMP00222,SCL,Tripulante Cabina Senior,Licencia Medica,2022-03-13,2022-04-07,25,1
ABS001558,EMP01641,GRU,Ground Staff,Licencia Medica,2023-12-25,2023-12-28,3,1
ABS001559,EMP01904,SCL,Piloto Copiloto,Vacaciones,2022-09-17,2022-09-30,13,1
ABS001560,EMP01259,GRU,Tripulante Cabina Senior,Vacaciones,2024-04-05,2024-04-24,19,1
ABS001561,EMP00883,BOG,Ground Staff,Licencia Medica,2022-02-02,2022-02-19,17,1
ABS001562,EMP01574,GRU,Piloto Copiloto,Vacaciones,2022-01-05,2022-01-23,18,1
ABS001563,EMP00376,GRU,Piloto Comandante,Vacaciones,2022-01-15,2022-02-05,21,1
ABS001564,EMP01886,BOG,Tripulante Cabina,Permiso Sin Goce,2022-12-03,2022-12-10,7,0
ABS001565,EMP01006,SCL,Supervisor Operaciones,Licencia Medica,2022-01-17,2022-01-22,5,1
ABS001566,EMP01032,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2024-08-21,2024-08-28,7,
ABS001567,EMP00311,LIM,Tecnico Mantencion,Vacaciones,2022-11-16,2022-12-01,15,0
ABS001568,EMP00243,MIA,Agente Check-in,Permiso Sin Goce,2024-07-19,2024-07-27,8,1
ABS001569,EMP01894,SCL,Ground Staff,Licencia Medica,2023-07-16,2023-08-04,19,1
ABS001570,EMP00314,MIA,Tripulante Cabina Senior,Licencia Medica,2024-07-27,2024-07-29,2,1
ABS001571,EMP01695,BOG,Piloto Copiloto,Accidente Laboral,2022-01-13,2022-01-19,6,
ABS001572,EMP00099,JFK,Piloto Copiloto,Licencia Medica,2023-10-18,2023-10-24,6,1
ABS001573,EMP01818,BOG,Tripulante Cabina Senior,Licencia Medica,2024-01-12,2024-01-27,15,1
ABS001574,EMP01680,JFK,Ground Staff,Capacitacion,2024-07-10,2024-07-15,5,1
ABS001575,EMP01469,LIM,Piloto Copiloto,Licencia Medica,2024-11-20,2024-12-12,22,1
ABS001576,EMP01623,EZE,Piloto Comandante,Licencia Medica,2024-07-18,2024-07-20,2,1
ABS001577,EMP00283,LIM,Seguridad,Vacaciones,2024-10-01,2024-10-14,13,1
ABS001578,EMP00693,GRU,Tripulante Cabina,Capacitacion,2023-01-31,,,
ABS001579,EMP01760,GRU,Piloto Copiloto,Capacitacion,2024-01-01,2024-01-02,1,1
ABS001580,EMP00999,SCL,Piloto Comandante,Permiso Sin Goce,2022-10-12,2022-10-18,6,1
ABS001581,EMP00127,SCL,Tripulante Cabina Senior,Licencia Medica,2023-06-15,2023-07-06,21,1
ABS001582,EMP01039,LIM,Supervisor Operaciones,Accidente Laboral,2022-01-02,2022-01-11,9,1
ABS001583,EMP00480,LIM,Agente Check-in,Licencia Medica,2024-07-25,2024-07-31,6,1
ABS001584,EMP01440,SCL,Agente Check-in,Accidente Laboral,2024-05-31,2024-06-10,10,1
ABS001585,EMP00813,BOG,Tripulante Cabina,Vacaciones,2022-01-20,2022-02-06,17,1
ABS001586,EMP01242,GRU,Piloto Copiloto,Licencia Medica,2022-04-08,2022-04-15,7,0
ABS001587,EMP01674,EZE,Supervisor Operaciones,Capacitacion,2023-07-31,2023-08-05,5,1
ABS001588,EMP01248,LIM,Piloto Copiloto,Licencia Medica,2023-05-03,2023-05-27,24,1
ABS001589,EMP01890,EZE,Ground Staff,Licencia Medica,2022-01-02,2022-01-12,10,1
ABS001590,EMP00961,GRU,Tripulante Cabina Senior,Accidente Laboral,2024-10-15,2024-10-20,5,1
ABS001591,EMP01902,LIM,Supervisor Operaciones,Licencia Medica,2024-03-23,2024-04-15,23,1
ABS001592,EMP01411,LIM,Piloto Copiloto,Licencia Medica,2024-07-15,2024-07-17,2,1
ABS001593,EMP01860,GRU,Tripulante Cabina,Permiso Sin Goce,2022-11-10,2022-11-19,9,1
ABS001594,EMP01766,SCL,Tripulante Cabina,Vacaciones,2024-06-12,2024-06-20,8,1
ABS001595,EMP00179,EZE,Ground Staff,Vacaciones,2022-12-21,,14,1
ABS001596,EMP01007,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2024-01-05,2024-01-06,1,1
ABS001597,EMP00443,MAD,Piloto Copiloto,Capacitacion,2024-08-25,2024-08-28,3,0
ABS001598,EMP01283,LIM,Piloto Comandante,Licencia Medica,2022-01-05,,6,1
ABS001599,EMP00166,SCL,Piloto Comandante,Permiso Sin Goce,2023-09-25,2023-09-29,4,0
ABS001600,EMP01892,SCL,Tripulante Cabina,Vacaciones,2024-01-15,2024-01-26,11,0
ABS001601,EMP01433,EZE,Agente Check-in,Licencia Medica,2024-09-17,2024-09-24,7,1
ABS001602,EMP00603,GRU,Administrativo,Vacaciones,2024-01-25,2024-02-03,,1
ABS001603,EMP01599,SCL,Seguridad,Vacaciones,2023-04-08,,12,1
ABS001604,EMP01498,GRU,Piloto Comandante,Licencia Medica,2024-03-24,2024-04-11,18,1
ABS001605,EMP01313,LIM,Piloto Copiloto,Vacaciones,2022-11-25,2022-12-16,21,1
ABS001606,EMP01777,GRU,Tripulante Cabina Senior,Vacaciones,2023-02-05,2023-02-20,15,1
ABS001607,EMP01718,EZE,Agente Check-in,Licencia Medica,2024-01-14,2024-01-15,1,0
ABS001608,EMP00137,BOG,Supervisor Operaciones,Permiso Sin Goce,2022-01-01,2022-01-05,4,1
ABS001609,EMP01984,JFK,Tripulante Cabina,Licencia Medica,2023-08-06,2023-09-01,26,1
ABS001610,EMP00688,LIM,Tripulante Cabina Senior,Licencia Medica,2024-10-22,2024-11-02,11,1
ABS001611,EMP01707,GRU,Seguridad,Licencia Medica,2022-12-26,2023-01-08,13,1
ABS001612,EMP01564,GRU,Tripulante Cabina,Vacaciones,2022-01-10,2022-01-31,21,1
ABS001613,EMP01347,GRU,Ground Staff,Accidente Laboral,2023-07-22,2023-07-25,3,1
ABS001614,EMP01516,MIA,Agente Check-in,Vacaciones,2022-04-09,,18,1
ABS001615,EMP01752,LIM,Agente Check-in,Vacaciones,2024-09-20,2024-10-03,13,0
ABS001616,EMP00883,BOG,Supervisor Operaciones,Vacaciones,2024-09-09,2024-09-19,10,1
ABS001617,EMP00032,MIA,Tripulante Cabina,Permiso Sin Goce,2022-06-25,2022-07-05,10,0
ABS001618,EMP00292,EZE,Supervisor Operaciones,Vacaciones,2022-08-28,2022-09-17,20,
ABS001619,EMP01494,GRU,Ground Staff,Permiso Sin Goce,2023-01-15,2023-01-24,9,1
ABS001620,EMP00291,SCL,Piloto Comandante,Permiso Sin Goce,2023-10-19,2023-10-25,6,1
ABS001621,EMP01520,MIA,Ground Staff,Licencia Medica,2023-01-17,2023-01-28,11,1
ABS001622,EMP00870,MAD,Tripulante Cabina Senior,Vacaciones,2023-01-21,2023-02-02,12,1
ABS001623,EMP00679,MIA,Supervisor Operaciones,Capacitacion,2022-12-21,2022-12-26,5,1
ABS001624,EMP00197,GRU,Piloto Comandante,Vacaciones,2024-12-13,2024-12-27,14,
ABS001625,EMP01958,LIM,Ground Staff,Vacaciones,2023-01-31,2023-02-17,17,1
ABS001626,EMP01266,GRU,Ground Staff,Accidente Laboral,2023-10-29,2023-11-04,6,1
ABS001627,EMP01879,SCL,Piloto Copiloto,Vacaciones,2023-07-05,2023-07-12,7,1
ABS001628,EMP00404,SCL,Ground Staff,Accidente Laboral,2024-07-23,2024-07-28,5,1
ABS001629,EMP00560,MAD,Ground Staff,Vacaciones,2024-10-19,2024-11-03,15,1
ABS001630,EMP00308,SCL,Supervisor Operaciones,Licencia Medica,2023-07-16,2023-07-27,11,0
ABS001631,EMP01454,SCL,Ground Staff,Vacaciones,2022-07-28,2022-08-05,8,1
ABS001632,EMP00800,GRU,Tripulante Cabina,Licencia Medica,2022-08-14,2022-09-12,29,1
ABS001633,EMP00350,SCL,Piloto Copiloto,Licencia Medica,2023-03-08,2023-03-29,21,1
ABS001634,EMP01442,MIA,Administrativo,Capacitacion,2023-01-26,2023-01-28,2,1
ABS001635,EMP00560,BOG,Supervisor Operaciones,Capacitacion,2023-01-24,2023-01-28,4,1
ABS001636,EMP00971,EZE,Ground Staff,Vacaciones,2024-10-23,2024-11-05,13,1
ABS001637,EMP01126,EZE,Tripulante Cabina Senior,Licencia Medica,2022-09-08,2022-10-02,24,1
ABS001638,EMP00779,LIM,Agente Check-in,Capacitacion,2023-07-12,2023-07-15,3,1
ABS001639,EMP00743,MAD,Tripulante Cabina Senior,Vacaciones,2022-07-13,2022-07-20,7,1
ABS001640,EMP00485,BOG,Tripulante Cabina Senior,Vacaciones,2024-01-30,2024-02-09,10,1
ABS001641,EMP00409,SCL,Tripulante Cabina Senior,Licencia Medica,2024-01-16,2024-01-31,15,1
ABS001642,EMP00963,GRU,Ground Staff,Vacaciones,2023-06-23,2023-07-11,18,1
ABS001643,EMP01601,LIM,Tripulante Cabina,Licencia Medica,2024-09-25,2024-10-02,7,1
ABS001644,EMP00850,GRU,Tripulante Cabina,Capacitacion,2023-07-11,2023-07-12,1,1
ABS001645,EMP00687,SCL,Tripulante Cabina Senior,Vacaciones,2023-11-20,2023-11-29,9,1
ABS001646,EMP01029,GRU,Ground Staff,Vacaciones,2024-12-05,2024-12-20,15,
ABS001647,EMP00646,BOG,Agente Check-in,Accidente Laboral,2024-06-12,2024-06-22,10,1
ABS001648,EMP00631,MIA,Tripulante Cabina Senior,Permiso Sin Goce,2023-07-19,2023-07-29,10,1
ABS001649,EMP01234,SCL,Tripulante Cabina Senior,Capacitacion,2024-11-06,2024-11-10,4,1
ABS001650,EMP00732,SCL,Ground Staff,Accidente Laboral,2023-03-16,2023-03-24,8,1
ABS001651,EMP01307,SCL,Agente Check-in,Licencia Medica,2022-01-22,2022-02-17,26,1
ABS001652,EMP01575,LIM,Tripulante Cabina,Licencia Medica,2022-07-11,2022-07-18,7,1
ABS001653,EMP01180,LIM,Piloto Copiloto,Permiso Sin Goce,2024-10-26,2024-11-02,7,1
ABS001654,EMP01861,LIM,Tripulante Cabina,Capacitacion,2024-02-07,2024-02-12,5,0
ABS001655,EMP01862,BOG,Ground Staff,Licencia Medica,2023-09-05,2023-09-10,5,1
ABS001656,EMP01097,GRU,Ground Staff,Permiso Sin Goce,2022-07-30,2022-08-09,10,1
ABS001657,EMP00866,JFK,Tripulante Cabina Senior,Capacitacion,2022-01-14,2022-01-15,1,1
ABS001658,EMP00589,SCL,Tecnico Mantencion,Licencia Medica,2024-06-05,2024-06-30,25,1
ABS001659,EMP01887,SCL,Piloto Comandante,Permiso Sin Goce,2022-06-09,2022-06-19,10,1
ABS001660,EMP00103,LIM,Seguridad,Vacaciones,2023-09-09,2023-09-16,7,0
ABS001661,EMP01685,JFK,Ground Staff,Vacaciones,2022-07-09,2022-07-29,20,0
ABS001662,EMP00091,EZE,Tripulante Cabina Senior,Ausencia Injustificada,2023-09-30,2023-10-04,4,1
ABS001663,EMP00704,MIA,Piloto Copiloto,Vacaciones,2023-07-23,2023-08-03,11,1
ABS001664,EMP01534,BOG,Tecnico Mantencion,Licencia Medica,2023-12-27,2024-01-07,11,1
ABS001665,EMP01147,GRU,Ground Staff,Vacaciones,2023-06-25,2023-07-07,12,1
ABS001666,EMP00644,LIM,Tecnico Mantencion,Accidente Laboral,2023-01-20,2023-01-24,4,1
ABS001667,EMP00786,SCL,Piloto Comandante,Capacitacion,2022-01-06,2022-01-11,5,
ABS001668,EMP01921,MAD,Ground Staff,Vacaciones,2024-11-04,2024-11-17,13,0
