attrition_id,employee_id,base_code,role,category,exit_date,reason,seniority_years,contract_type,was_replaced
ATT000490,EMP00451,EZE,Supervisor Operaciones,Tierra,2022-03-23,Renuncia Voluntaria,1,Indefinido,1
ATT000491,EMP00906,SCL,Tripulante Cabina,Cabina,2024-01-05,Renuncia Voluntaria,8,Indefinido,0
ATT000492,EMP01498,BOG,Piloto Copiloto,Cockpit,2022-05-06,Traslado Base,10,Part-time,1
ATT000493,EMP00239,GRU,Seguridad,Tierra,2022-07-14,Renuncia Voluntaria,11,Indefinido,0
ATT000494,EMP00868,GRU,Ground Staff,Tierra,2024-06-03,Traslado Base,7,Honorarios,1
ATT000495,EMP00647,GRU,Ground Staff,Tierra,2022-01-05,Traslado Base,14,Indefinido,0
ATT000496,EMP01539,SCL,Ground Staff,Tierra,2023-12-04,Traslado Base,9,Indefinido,1
ATT000497,EMP00045,SCL,Piloto Comandante,Cockpit,2022-09-14,Despido,12,Indefinido,0
ATT000498,EMP01268,MIA,Piloto Copiloto,Cockpit,2022-06-27,Termino Contrato,10,Indefinido,1
ATT000499,EMP01903,SCL,Tripulante Cabina Senior,Cabina,2022-01-31,Renuncia Voluntaria,11,Indefinido,1
ATT000500,EMP00893,MAD,Ground Staff,Tierra,2024-05-20,Renuncia Voluntaria,0,Part-time,
ATT000501,EMP00188,SCL,Agente Check-in,Tierra,2022-07-13,Renuncia Voluntaria,13,Indefinido,0
ATT000502,EMP00370,SCL,Tripulante Cabina,Cabina,2024-07-17,Despido,4,Honorarios,1
ATT000503,EMP01743,GRU,Tripulante Cabina,Cabina,2022-01-20,Termino Contrato,7,Plazo Fijo,0
ATT000504,EMP00705,GRU,Piloto Comandante,Cockpit,2022-07-17,Termino Contrato,4,Indefinido,1
ATT000505,EMP01601,SCL,Piloto Comandante,Cockpit,2024-01-27,Termino Contrato,8,Indefinido,1
ATT000506,EMP01183,EZE,Tripulante Cabina Senior,Cabina,2023-09-10,Termino Contrato,3,Plazo Fijo,1
ATT000507,EMP01362,GRU,Tripulante Cabina,Cabina,2022-08-26,Jubilacion,8,Plazo Fijo,1
ATT000508,EMP00075,SCL,Tripulante Cabina,Cabina,2024-11-27,Renuncia Voluntaria,0,Plazo Fijo,0
ATT000509,EMP01790,GRU,Tripulante Cabina Senior,Cabina,2024-12-02,Renuncia Voluntaria,10,Indefinido,0
ATT000510,EMP01586,bogota,Administrativo,Admin,2023-08-21,Renuncia Voluntaria,13,Indefinido,0
ATT000511,EMP00235,SCL,Ground Staff,Tierra,2022-09-26,Termino Contrato,4,Plazo Fijo,0
ATT000512,EMP00844,MIA,Tripulante Cabina Senior,Cabina,2024-07-26,Renuncia Voluntaria,13,Honorarios,1
ATT000513,EMP01191,SCL,Tecnico Mantencion,Tierra,2022-04-25,Despido,0,Indefinido,1
ATT000514,EMP01743,BOG,Tripulante Cabina,Cabina,2024-07-11,Renuncia Voluntaria,6,Part-time,0
ATT000515,EMP01331,BOG,Piloto Copiloto,Cockpit,2024-09-13,Jubilacion,9,Indefinido,1
ATT000516,EMP00812,SCL,Tripulante Cabina Senior,Cabina,2024-01-21,Jubilacion,15,Indefinido,0
ATT000517,EMP01964,EZE,Agente Check-in,Tierra,2023-08-22,Traslado Base,12,Plazo Fijo,0
ATT000518,EMP01201,BOG,Agente Check-in,Tierra,2024-04-06,Termino Contrato,14,Plazo Fijo,1
ATT000519,EMP00579,MIA,Tripulante Cabina,Cabina,2022-02-16,Traslado Base,9,Indefinido,1
ATT000520,EMP01095,EZE,Supervisor Operaciones,Tierra,2022-02-21,Renuncia Voluntaria,10,Indefinido,1
ATT000521,EMP01877,GRU,Tripulante Cabina Senior,Cabina,2023-01-30,Renuncia Voluntaria,4,Plazo Fijo,0
ATT000522,EMP01938,LIM,Tripulante Cabina,Cabina,2022-09-03,Jubilacion,4,Indefinido,0
ATT000523,EMP00924,EZE,Supervisor Operaciones,Tierra,2023-03-16,Jubilacion,1,Indefinido,0
ATT000524,EMP00432,SCL,Tripulante Cabina Senior,Cabina,2022-07-08,Despido,4,Indefinido,1
ATT000525,EMP01445,LIM,Ground Staff,Tierra,2024-09-04,Termino Contrato,1,Indefinido,1
ATT000526,EMP01321,JFK,Tripulante Cabina,Cabina,2024-07-01,Renuncia Voluntaria,3,Indefinido,0
ATT000527,EMP00973,MIA,Piloto Comandante,Cockpit,2023-03-08,Renuncia Voluntaria,10,Part-time,1
ATT000528,EMP00699,BOG,Tripulante Cabina Senior,Cabina,2022-08-25,Termino Contrato,1,Part-time,1
ATT000529,EMP00028,MIA,Tripulante Cabina,Cabina,2023-01-09,Termino Contrato,6,Indefinido,1
ATT000530,EMP00574,MIA,Piloto Copiloto,Cockpit,2024-07-13,Termino Contrato,4,Part-time,1
ATT000531,EMP00246,SCL,Tecnico Mantencion,Tierra,2024-04-18,Jubilacion,9,Indefinido,1
ATT000532,EMP00100,SCL,Agente Check-in,Tierra,2023-07-18,Termino Contrato,8,Indefinido,1
ATT000533,EMP00044,MAD,Ground Staff,Tierra,2022-07-25,Jubilacion,5,Part-time,1
ATT000534,EMP01925,GRU,Tripulante Cabina Senior,Cabina,2023-01-22,Renuncia Voluntaria,12,Indefinido,1
ATT000535,EMP01697,BOG,Piloto Comandante,Cockpit,2024-11-17,Renuncia Voluntaria,5,Plazo Fijo,1
ATT000536,EMP01418,EZE,Tripulante Cabina,Cabina,2022-09-20,Renuncia Voluntaria,1,Part-time,1
ATT000537,EMP00214,LIM,Tripulante Cabina,Cabina,2024-04-15,Traslado Base,5,Indefinido,
ATT000538,EMP00396,MIA,Ground Staff,Tierra,2022-01-08,Termino Contrato,15,Indefinido,1
ATT000539,EMP01932,BOG,Tripulante Cabina Senior,Cabina,2022-09-18,Renuncia Voluntaria,4,Part-time,
ATT000540,EMP00231,MAD,Tripulante Cabina,Cabina,2022-04-29,Despido,4,Indefinido,0
ATT000541,EMP01086,GRU,Piloto Comandante,Cockpit,2024-11-14,Renuncia Voluntaria,0,Plazo Fijo,1
ATT000542,EMP01540,JFK,Tripulante Cabina,Cabina,2022-06-03,Traslado Base,7,Honorarios,1
ATT000543,EMP01371,MIA,Piloto Comandante,Cockpit,2023-04-11,Renuncia Voluntaria,15,Indefinido,1
ATT000544,EMP00951,GRU,Tripulante Cabina,Cabina,2024-01-05,Renuncia Voluntaria,10,Indefinido,1
ATT000545,EMP01417,BOG,Tripulante Cabina,Cabina,2023-12-26,Jubilacion,3,Indefinido,0
ATT000546,EMP00516,MAD,Tecnico Mantencion,Tierra,2024-02-12,Traslado Base,9,Indefinido,0
ATT000547,EMP00803,GRU,Tecnico Mantencion,Tierra,2023-09-01,Termino Contrato,7,Indefinido,0
ATT000548,EMP00971,LIM,Agente Check-in,Tierra,2024-01-15,Termino Contrato,,Indefinido,1
ATT000549,EMP00037,GRU,Tripulante Cabina,Cabina,2024-12-26,Termino Contrato,10,Indefinido,1
ATT000550,EMP01025,MIA,Administrativo,Admin,2023-03-19,Traslado Base,11,Part-time,1
ATT000551,EMP01034,GRU,Tripulante Cabina,Cabina,2024-01-02,Renuncia Voluntaria,4,Indefinido,1
ATT000552,EMP01672,EZE,Agente Check-in,Tierra,2023-01-26,Renuncia Voluntaria,9,Plazo Fijo,0
ATT000553,EMP01490,LIM,Ground Staff,Tierra,2024-01-03,Termino Contrato,1,Indefinido,1
ATT000554,EMP00894,GRU,Supervisor Operaciones,Tierra,2023-09-22,Despido,14,Plazo Fijo,0
ATT000555,EMP00651,LIM,Tripulante Cabina,Cabina,2023-12-21,Jubilacion,11,Indefinido,1
ATT000556,EMP01383,SCL,Piloto Copiloto,Cockpit,2024-12-24,Termino Contrato,5,Plazo Fijo,0
ATT000557,EMP01249,MIA,Ground Staff,Tierra,2024-04-04,Renuncia Voluntaria,3,Indefinido,1
ATT000558,EMP00410,LIM,Supervisor Operaciones,Tierra,2023-03-05,Renuncia Voluntaria,7,Plazo Fijo,1
ATT000559,EMP00970,BOG,Tripulante Cabina Senior,Cabina,2023-08-23,Jubilacion,1,Indefinido,0
ATT000560,EMP01857,BOG,Tecnico Mantencion,Tierra,2022-01-19,Termino Contrato,2,Part-time,0
ATT000561,EMP00472,SCL,Supervisor Operaciones,Tierra,2022-03-16,Despido,10,Indefinido,1
ATT000562,EMP00569,EZE,Administrativo,Admin,2023-03-06,Renuncia Voluntaria,2,Plazo Fijo,1
ATT000563,EMP00165,JFK,Tripulante Cabina Senior,Cabina,2023-08-04,Termino Contrato,5,Indefinido,1
ATT000564,EMP01603,GRU,Piloto Copiloto,Cockpit,2024-07-09,Jubilacion,1,Plazo Fijo,
ATT000565,EMP00003,GRU,Piloto Copiloto,Cockpit,2024-01-02,Jubilacion,4,Plazo Fijo,1
ATT000566,EMP01087,LIM,Tripulante Cabina,Cabina,2023-05-29,Jubilacion,2,Part-time,1
ATT000567,EMP01122,GRU,Tripulante Cabina Senior,Cabina,2022-10-14,Jubilacion,3,Honorarios,
ATT000568,EMP01543,SCL,Administrativo,Admin,2024-10-10,Renuncia Voluntaria,15,Indefinido,1
ATT000569,EMP00363,MIA,Supervisor Operaciones,Tierra,2023-01-29,Renuncia Voluntaria,8,Indefinido,1
ATT000570,EMP00064,EZE,Piloto Copiloto,Cockpit,2024-10-05,Renuncia Voluntaria,9,Part-time,
ATT000571,EMP01839,LIM,Tripulante Cabina Senior,Cabina,2024-09-24,Jubilacion,12,Indefinido,0
ATT000572,EMP01526,MIA,Ground Staff,Tierra,2024-08-17,Termino Contrato,12,Indefinido,1
ATT000573,EMP00060,LIM,Ground Staff,Tierra,2024-06-13,Termino Contrato,,Plazo Fijo,1
ATT000574,EMP00245,GRU,Administrativo,Admin,2022-12-30,Termino Contrato,12,Indefinido,1
ATT000575,EMP00849,BOG,Agente Check-in,Tierra,2024-11-24,Jubilacion,14,Indefinido,0
ATT000576,EMP00522,MIA,Tripulante Cabina,Cabina,2023-03-16,Termino Contrato,,Plazo Fijo,1
ATT000577,EMP00382,GRU,Tripulante Cabina Senior,Cabina,2022-06-29,Despido,15,Indefinido,1
ATT000578,EMP00199,EZE,Ground Staff,Tierra,2022-08-05,Termino Contrato,3,Indefinido,1
ATT000579,EMP01843,EZE,Piloto Comandante,Cockpit,2023-06-30,Renuncia Voluntaria,14,Indefinido,0
ATT000580,EMP00845,LIM,Agente Check-in,Tierra,2024-03-22,Renuncia Voluntaria,9,Indefinido,1
ATT000581,EMP01917,SCL,Ground Staff,Tierra,2022-07-21,Termino Contrato,3,Indefinido,0
ATT000582,EMP00195,BOG,Administrativo,Admin,2024-07-26,Renuncia Voluntaria,9,Indefinido,1
ATT000583,EMP01327,BOG,Tripulante Cabina,Cabina,2022-07-06,Despido,4,Indefinido,0
ATT000584,EMP01251,MIA,Supervisor Operaciones,Tierra,2024-01-29,Jubilacion,,Part-time,0
ATT000585,EMP00961,GRU,Piloto Copiloto,Cockpit,2023-12-04,Renuncia Voluntaria,8,Plazo Fijo,1
ATT000586,EMP00092,SCL,Administrativo,Admin,2022-05-24,Renuncia Voluntaria,3,Indefinido,1
ATT000587,EMP01468,GRU,Seguridad,Tierra,2023-08-12,Renuncia Voluntaria,5,Part-time,0
ATT000588,EMP01776,SCL,Tripulante Cabina Senior,Cabina,2024-09-08,Despido,2,Part-time,1
ATT000589,EMP00831,BOG,Supervisor Operaciones,Tierra,2024-07-30,Renuncia Voluntaria,3,Part-time,0
ATT000590,EMP00874,LIM,Ground Staff,Tierra,2022-06-11,Renuncia Voluntaria,3,Indefinido,
ATT000591,EMP01878,GRU,Administrativo,Admin,2023-07-04,Jubilacion,10,Indefinido,1
ATT000592,EMP01998,GRU,Piloto Copiloto,Cockpit,2022-06-11,Jubilacion,8,Indefinido,0
ATT000593,EMP01837,GRU,Seguridad,Tierra,2022-11-18,Jubilacion,13,Indefinido,1
ATT000594,EMP01861,SCL,Tripulante Cabina Senior,Cabina,2023-03-07,Renuncia Voluntaria,7,Part-time,1
ATT000595,EMP01759,GRU,Ground Staff,Tierra,2022-01-30,Termino Contrato,9,Plazo Fijo,1
ATT000596,EMP00750,MIA,Tripulante Cabina Senior,Cabina,2022-02-18,Termino Contrato,14,Indefinido,1
ATT000597,EMP00414,BOG,Agente Check-in,Tierra,2022-08-15,Termino Contrato,8,Indefinido,1
ATT000598,EMP01620,JFK,Tripulante Cabina,Cabina,2023-09-25,Renuncia Voluntaria,4,Plazo Fijo,1
ATT000599,EMP00927,SCL,Agente Check-in,Tierra,2024-05-08,Renuncia Voluntaria,13,Part-time,1
ATT000600,EMP00501,GRU,Ground Staff,Tierra,2024-07-27,Termino Contrato,6,Indefinido,0
ATT000601,EMP01870,SCL,Piloto Copiloto,Cockpit,2024-03-28,Renuncia Voluntaria,7,Part-time,1
ATT000602,EMP00576,GRU,Administrativo,Admin,2023-11-12,Renuncia Voluntaria,4,Part-time,0
ATT000603,EMP00808,SCL,Piloto Copiloto,Cockpit,2024-02-10,Jubilacion,7,Plazo Fijo,0
ATT000604,EMP00459,SCL,Ground Staff,Tierra,2023-10-12,Jubilacion,4,Plazo Fijo,1
ATT000605,EMP00042,GRU,Tripulante Cabina,Cabina,2023-10-16,Renuncia Voluntaria,5,Indefinido,1
ATT000606,EMP01438,SCL,Agente Check-in,Tierra,2022-07-11,Jubilacion,9,Indefinido,1
ATT000607,EMP00117,GRU,Tripulante Cabina,Cabina,2022-07-23,Renuncia Voluntaria,2,Indefinido,1
ATT000608,EMP01142,SCL,Tripulante Cabina Senior,Cabina,2023-10-03,Renuncia Voluntaria,6,Indefinido,1
ATT000609,EMP00094,LIM,Supervisor Operaciones,Tierra,2022-07-02,Jubilacion,11,Indefinido,0
ATT000610,EMP01656,GRU,Ground Staff,Tierra,2023-09-14,Renuncia Voluntaria,3,Indefinido,1
ATT000611,EMP00689,GRU,Tripulante Cabina,Cabina,2023-11-15,Renuncia Voluntaria,10,Indefinido,1
ATT000612,EMP00872,SCL,Agente Check-in,Tierra,2022-07-10,Renuncia Voluntaria,0,Indefinido,1
ATT000613,EMP00187,JFK,Tripulante Cabina Senior,Cabina,2023-07-24,Termino Contrato,15,Plazo Fijo,1
ATT000614,EMP01341,SCL,Ground Staff,Tierra,2022-05-03,Renuncia Voluntaria,9,Indefinido,0
ATT000615,EMP01067,EZE,Ground Staff,Tierra,2022-05-16,Termino Contrato,10,Indefinido,0
ATT000616,EMP01382,LIM,Ground Staff,Tierra,2024-04-26,Despido,8,Plazo Fijo,1
ATT000617,EMP01958,GRU,Tecnico Mantencion,Tierra,2024-07-29,Renuncia Voluntaria,15,Plazo Fijo,1
ATT000618,EMP01187,GRU,Tecnico Mantencion,Tierra,2023-03-02,Renuncia Voluntaria,,Indefinido,0
ATT000619,EMP00893,SCL,Agente Check-in,Tierra,2024-11-15,Jubilacion,3,Indefinido,1
ATT000620,EMP00585,GRU,Agente Check-in,Tierra,2022-07-20,Renuncia Voluntaria,1,Part-time,1
ATT000621,EMP00155,SCL,Piloto Comandante,Cockpit,2024-07-09,Renuncia Voluntaria,11,Plazo Fijo,
ATT000622,EMP00047,SCL,Tripulante Cabina,Cabina,2024-06-16,Termino Contrato,8,Indefinido,
ATT000623,EMP00410,MIA,Administrativo,Admin,2024-06-02,Renuncia Voluntaria,12,Indefinido,1
ATT000624,EMP00337,LIM,Ground Staff,Tierra,2022-01-05,Renuncia Voluntaria,7,Plazo Fijo,0
ATT000625,EMP00709,LIM,Piloto Copiloto,Cockpit,2023-10-03,Termino Contrato,14,Indefinido,1
ATT000626,EMP01926,SCL,Piloto Copiloto,Cockpit,2022-07-04,Termino Contrato,1,Honorarios,0
ATT000627,EMP00536,SCL,Tripulante Cabina Senior,Cabina,2022-01-06,Renuncia Voluntaria,8,Indefinido,1
ATT000628,EMP01173,BOG,Tripulante Cabina Senior,Cabina,2023-01-23,Renuncia Voluntaria,10,Part-time,1
ATT000629,EMP00864,EZE,Agente Check-in,Tierra,2022-02-14,Renuncia Voluntaria,10,Indefinido,1
ATT000630,EMP00864,GRU,Tripulante Cabina Senior,Cabina,2024-01-15,Termino Contrato,10,Part-time,1
ATT000631,EMP00470,LIM,Tripulante Cabina,Cabina,2023-12-18,Renuncia Voluntaria,14,Indefinido,1
ATT000632,EMP01681,GRU,Piloto Comandante,Cockpit,2023-01-03,Termino Contrato,7,Indefinido,1
ATT000633,EMP00880,SCL,Tripulante Cabina,Cabina,2024-01-12,Termino Contrato,,Part-time,0
ATT000634,EMP00514,SCL,Ground Staff,Tierra,2024-07-30,Jubilacion,8,Indefinido,1
ATT000635,EMP01058,LIM,Ground Staff,Tierra,2022-01-14,Renuncia Voluntaria,4,Indefinido,1
ATT000636,EMP00593,LIM,Ground Staff,Tierra,2022-11-26,Jubilacion,2,Honorarios,1
ATT000637,EMP01736,GRU,Tripulante Cabina Senior,Cabina,2024-11-08,Termino Contrato,9,Indefinido,0
ATT000638,EMP01506,MIA,Tripulante Cabina Senior,Cabina,2024-12-14,Jubilacion,3,Indefinido,
ATT000639,EMP01093,JFK,Supervisor Operaciones,Tierra,2022-12-04,Renuncia Voluntaria,11,Indefinido,1
ATT000640,EMP00184,LIM,Tripulante Cabina,Cabina,2022-01-16,Traslado Base,8,Indefinido,0
ATT000641,EMP00603,SCL,Piloto Copiloto,Cockpit,2023-09-21,Termino Contrato,3,Indefinido,0
ATT000642,EMP00759,GRU,Tripulante Cabina,Cabina,2024-10-31,Traslado Base,9,Part-time,1
ATT000643,EMP01513,GRU,Tripulante Cabina,Cabina,2022-06-08,Renuncia Voluntaria,8,Plazo Fijo,
ATT000644,EMP00382,BOG,Tripulante Cabina Senior,Cabina,2022-07-24,Renuncia Voluntaria,10,Indefinido,1
ATT000645,EMP01084,GRU,Tripulante Cabina,Cabina,2023-01-15,Despido,5,Plazo Fijo,1
ATT000646,EMP01193,LIM,Piloto Comandante,Cockpit,2024-05-10,Renuncia Voluntaria,6,Indefinido,0
ATT000647,EMP00435,SCL,Agente Check-in,Tierra,2023-12-04,Renuncia Voluntaria,1,Indefinido,1
ATT000648,EMP00945,EZE,Agente Check-in,Tierra,2022-07-27,Renuncia Voluntaria,2,Part-time,1
ATT000649,EMP01321,BOG,Ground Staff,Tierra,2022-01-05,Renuncia Voluntaria,12,Indefinido,1
ATT000650,EMP01862,LIM,Agente Check-in,Tierra,2022-01-12,Renuncia Voluntaria,7,Indefinido,1
ATT000651,EMP00423,GRU,Agente Check-in,Tierra,2024-01-23,Jubilacion,4,Indefinido,1
ATT000652,EMP01807,MIA,Agente Check-in,Tierra,2022-07-13,Termino Contrato,15,Indefinido,1
ATT000653,EMP01425,MIA,Piloto Copiloto,Cockpit,2023-08-12,Renuncia Voluntaria,7,Indefinido,0
ATT000654,EMP00603,BOG,Ground Staff,Tierra,2023-01-14,Jubilacion,0,Indefinido,1
ATT000655,EMP01018,SCL,Piloto Copiloto,Cockpit,2024-05-29,Despido,15,Part-time,0
ATT000656,EMP00762,BOG,Tecnico Mantencion,Tierra,2022-03-16,Renuncia Voluntaria,3,Plazo Fijo,1
ATT000657,EMP00874,MIA,Ground Staff,Tierra,2024-10-24,Despido,8,Part-time,1
ATT000658,EMP01409,GRU,Ground Staff,Tierra,2024-07-19,Renuncia Voluntaria,7,Indefinido,1
ATT000659,EMP00138,LIM,Tripulante Cabina,Cabina,2023-12-01,Despido,9,Indefinido,0
ATT000660,EMP00590,SCL,Agente Check-in,Tierra,2024-09-19,Renuncia Voluntaria,3,Plazo Fijo,1
ATT000661,EMP01367,MAD,Tripulante Cabina Senior,Cabina,2024-06-08,Termino Contrato,15,Plazo Fijo,0
ATT000662,EMP01054,SCL,Ground Staff,Tierra,2022-01-12,Renuncia Voluntaria,3,Indefinido,1
ATT000663,EMP01756,GRU,Agente Check-in,Tierra,2024-10-21,Renuncia Voluntaria,3,Plazo Fijo,1
ATT000664,EMP01221,SCL,Ground Staff,Tierra,2023-09-13,Renuncia Voluntaria,4,Indefinido,1
ATT000665,EMP01037,LIM,Piloto Comandante,Cockpit,2024-07-03,Renuncia Voluntaria,13,Indefinido,
ATT000666,EMP00669,SCL,Ground Staff,Tierra,2023-05-04,Jubilacion,7,Part-time,1
ATT000667,EMP01170,LIM,Agente Check-in,Tierra,2023-02-25,Despido,7,Indefinido,1
ATT000668,EMP00760,SCL,Piloto Copiloto,Cockpit,2023-07-10,Jubilacion,7,Indefinido,1
ATT000669,EMP01669,BOG,Agente Check-in,Tierra,2022-07-16,Termino Contrato,9,Indefinido,1
ATT000670,EMP01799,JFK,Tripulante Cabina,Cabina,2023-01-13,Despido,2,Indefinido,1
ATT000671,EMP01743,BOG,Tecnico Mantencion,Tierra,2022-08-10,Renuncia Voluntaria,10,Indefinido,1
ATT000672,EMP01637,SCL,Tripulante Cabina,Cabina,2023-07-07,Jubilacion,1,Part-time,1
ATT000673,EMP01619,GRU,Administrativo,Admin,2023-02-11,Termino Contrato,14,Indefinido,1
ATT000674,EMP01570,SCL,Administrativo,Admin,2023-09-18,Jubilacion,5,Indefinido,1
ATT000675,EMP01647,GRU,Tripulante Cabina,Cabina,2022-07-25,Renuncia Voluntaria,13,Part-time,1
ATT000676,EMP01106,LIM,Ground Staff,Tierra,2024-05-16,Renuncia Voluntaria,4,Part-time,0
ATT000677,EMP00990,GRU,Tecnico Mantencion,Tierra,2024-02-10,Despido,8,Indefinido,0
ATT000678,EMP00579,EZE,Piloto Comandante,Cockpit,2024-05-11,Despido,11,Part-time,1
ATT000679,EMP00800,BOG,Agente Check-in,Tierra,2024-01-06,Jubilacion,15,Indefinido,
ATT000680,EMP01996,EZE,Tripulante Cabina,Cabina,2022-01-03,Renuncia Voluntaria,1,Indefinido,0
ATT000681,EMP00934,LIM,Supervisor Operaciones,Tierra,2022-04-04,Renuncia Voluntaria,5,Plazo Fijo,0
ATT000682,EMP01263,LIM,Tripulante Cabina,Cabina,2022-10-25,Termino Contrato,4,Indefinido,1
ATT000683,EMP00461,SCL,Ground Staff,Tierra,2023-10-09,Termino Contrato,10,Indefinido,0
ATT000684,EMP00606,BOG,Ground Staff,Tierra,2023-03-26,Despido,7,Indefinido,1
ATT000685,EMP00722,EZE,Piloto Copiloto,Cockpit,2024-01-28,Despido,2,Part-time,1
ATT000686,EMP01762,BOG,Tripulante Cabina Senior,Cabina,2022-10-22,Despido,8,Indefinido,1
ATT000687,EMP01649,BOG,Tripulante Cabina Senior,Cabina,2024-02-03,Termino Contrato,,Part-time,1
ATT000688,EMP01960,LIM,Tripulante Cabina Senior,Cabina,2023-05-29,Despido,12,Indefinido,0
ATT000689,EMP00561,JFK,Supervisor Operaciones,Tierra,2024-07-13,Renuncia Voluntaria,14,Plazo Fijo,1
ATT000690,EMP01526,MIA,Agente Check-in,Tierra,2022-07-05,Renuncia Voluntaria,11,Indefinido,1
ATT000691,EMP01546,EZE,Supervisor Operaciones,Tierra,2024-01-20,Renuncia Voluntaria,4,Plazo Fijo,
ATT000692,EMP00869,EZE,Tecnico Mantencion,Tierra,2022-01-29,Jubilacion,15,Indefinido,0
ATT000693,EMP00207,MIA,Tecnico Mantencion,Tierra,2024-01-01,Renuncia Voluntaria,4,Plazo Fijo,
ATT000694,EMP01547,SCL,Tripulante Cabina,Cabina,2024-05-11,Traslado Base,13,Indefinido,1
ATT000695,EMP01816,EZE,Piloto Copiloto,Cockpit,2024-04-17,Renuncia Voluntaria,9,Plazo Fijo,1
ATT000696,EMP01479,BOG,Ground Staff,Tierra,2024-09-18,Renuncia Voluntaria,15,Indefinido,0
ATT000697,EMP00174,SCL,Tripulante Cabina Senior,Cabina,2022-01-02,Renuncia Voluntaria,7,Part-time,1
ATT000698,EMP01243,LIM,Agente Check-in,Tierra,2024-11-29,Renuncia Voluntaria,11,Indefinido,1
ATT000699,EMP01166,SCL,Ground Staff,Tierra,2024-01-29,Jubilacion,10,Part-time,0
ATT000700,EMP01416,MIA,Ground Staff,Tierra,2024-06-25,Jubilacion,14,Indefinido,1
ATT000701,EMP00577,GRU,Tripulante Cabina,Cabina,2024-07-23,Despido,14,Indefinido,1
ATT000702,EMP00887,SCL,Administrativo,Admin,2023-08-04,Termino Contrato,14,Plazo Fijo,1
ATT000703,EMP01641,MIA,Tripulante Cabina Senior,Cabina,2024-07-06,Traslado Base,13,Part-time,1
ATT000704,EMP01932,LIM,Piloto Comandante,Cockpit,2023-05-10,Termino Contrato,11,Indefinido,1
ATT000705,EMP00404,BOG,Tripulante Cabina,Cabina,2024-06-22,Termino Contrato,2,Indefinido,0
ATT000706,EMP00073,GRU,Tripulante Cabina Senior,Cabina,2024-01-14,Termino Contrato,4,Indefinido,1
ATT000707,EMP00297,BOG,Tripulante Cabina Senior,Cabina,2023-07-14,Renuncia Voluntaria,10,Plazo Fijo,0
ATT000708,EMP00620,EZE,Tripulante Cabina,Cabina,2024-07-17,Renuncia Voluntaria,6,Plazo Fijo,1
ATT000709,EMP00405,MIA,Ground Staff,Tierra,2024-01-11,Termino Contrato,3,Indefinido,1
ATT000710,EMP01623,JFK,Ground Staff,Tierra,2022-01-08,Termino Contrato,9,Indefinido,0
ATT000711,EMP00722,GRU,Piloto Copiloto,Cockpit,2024-03-06,Renuncia Voluntaria,6,Indefinido,1
ATT000712,EMP01375,GRU,Administrativo,Admin,2022-01-03,Renuncia Voluntaria,12,Indefinido,1
ATT000713,EMP01999,EZE,Tripulante Cabina,Cabina,2024-10-20,Renuncia Voluntaria,7,Part-time,1
ATT000714,EMP01940,GRU,Supervisor Operaciones,Tierra,2024-07-11,Jubilacion,7,Indefinido,0
ATT000715,EMP01727,SCL,Piloto Comandante,Cockpit,2024-08-11,Termino Contrato,2,Indefinido,0
ATT000716,EMP01674,EZE,Tripulante Cabina Senior,Cabina,2023-06-14,Jubilacion,2,Indefinido,0
ATT000717,EMP01872,MIA,Piloto Comandante,Cockpit,2024-09-28,Renuncia Voluntaria,15,Indefinido,1
ATT000718,EMP01577,BOG,Ground Staff,Tierra,2024-05-03,Renuncia Voluntaria,13,Plazo Fijo,1
ATT000719,EMP00824,EZE,Supervisor Operaciones,Tierra,2024-11-27,Renuncia Voluntaria,0,Plazo Fijo,1
ATT000720,EMP01631,SCL,Tripulante Cabina,Cabina,2023-08-01,Despido,2,Indefinido,0
ATT000721,EMP01503,MIA,Tripulante Cabina Senior,Cabina,2022-07-29,Renuncia Voluntaria,8,Honorarios,1
ATT000722,EMP01726,BOG,Tripulante Cabina,Cabina,2022-07-06,Renuncia Voluntaria,0,Indefinido,0
ATT000723,EMP00039,SCL,Tripulante Cabina Senior,Cabina,2022-01-03,Termino Contrato,2,Indefinido,1
ATT000724,EMP01417,GRU,Agente Check-in,Tierra,2024-04-26,Despido,4,Indefinido,1
ATT000725,EMP00103,SCL,Tripulante Cabina,Cabina,2022-10-23,Termino Contrato,15,Indefinido,0
ATT000726,EMP00868,SCL,Tripulante Cabina Senior,Cabina,2023-10-16,Jubilacion,3,Indefinido,0
ATT000727,EMP01134,LIM,Agente Check-in,Tierra,2024-09-23,Traslado Base,9,Part-time,1
ATT000728,EMP01816,SCL,Tripulante Cabina Senior,Cabina,2024-10-10,Despido,3,Plazo Fijo,1
ATT000729,EMP00662,GRU,Tripulante Cabina Senior,Cabina,2024-01-04,Termino Contrato,4,Indefinido,1
ATT000730,EMP01150,LIM,Piloto Copiloto,Cockpit,2022-03-04,Renuncia Voluntaria,14,Plazo Fijo,1
ATT000731,EMP00969,BOG,Tripulante Cabina Senior,Cabina,2024-01-11,Despido,10,Indefinido,1
ATT000732,EMP00721,BOG,Seguridad,Tierra,2022-02-07,Jubilacion,,Indefinido,1
ATT000733,EMP00267,BOG,Tripulante Cabina Senior,Cabina,2024-10-03,Renuncia Voluntaria,15,Indefinido,1
ATT000734,EMP01340,GRU,Supervisor Operaciones,Tierra,2022-07-04,Renuncia Voluntaria,10,Indefinido,1
