flight_id,origin,destination,base_code,aircraft_type,flight_date,season,crew_required_cockpit,crew_required_cabin,ground_staff_required,flight_hours
FLT003341,GRU,MAD,GRU,A320,2024-09-23,Baja,2,6,4,5
FLT003342,SCL,GRU,SCL,B767,2024-01-24,Alta_Verano,2,6,8,11
FLT003343,SCL,MIA,SCL,B767,2023-09-20,Baja,2,7,6,3
FLT003344,LIM,GRU,LIM,B767,2023-07-21,Alta_Invierno,2,7,7,2
FLT003345,SCL,MAD,SCL,B737,2023-02-01,Alta_Verano,2,6,4,14
FLT003346,LIM,GRU,LIM,A320,2024-01-08,Alta_Verano,2,4,6,7
FLT003347,GRU,MAD,GRU,B787,2023-11-10,Baja,2,11,5,11
FLT003348,SCL,EZE,SCL,B737,2023-07-05,Alta_Invierno,2,6,3,4
FLT003349,LIM,GRU,LIM,B737,2022-10-15,Baja,2,5,4,9
FLT003350,LIM,GRU,LIM,B737,2024-03-30,Baja,2,6,5,13
FLT003351,SCL,BOG,SCL,A350,2022-07-29,Alta_Invierno,2,11,4,11
FLT003352,SCL,GRU,SCL,A350,2022-12-15,Alta_Verano,2,10,8,5
FLT003353,LIM,MIA,LIM,B787,2023-07-26,Alta_Invierno,2,10,8,5
FLT003354,SCL,GRU,SCL,A350,2022-03-25,Baja,2,12,3,14
FLT003355,LIM,MIA,LIM,B767,2023-08-07,Alta_Invierno,2,6,4,4
FLT003356,SCL,GRU,SCL,A320,2024-12-16,Alta_Verano,2,6,3,2
FLT003357,SCL,MIA,SCL,A320,2024-01-15,Alta_Verano,2,6,5,12
FLT003358,GRU,MIA,GRU,B767,2022-05-13,Baja,2,6,8,9
FLT003359,BOG,MIA,BOG,A320,2023-08-02,Alta_Invierno,2,5,7,3
FLT003360,SCL,JFK,SCL,A350,2024-09-02,Baja,2,9,6,2
FLT003361,SCL,MAD,SCL,A320,2022-07-31,Alta_Invierno,2,4,3,
FLT003362,SCL,MAD,SCL,B767,2022-02-15,Alta_Verano,2,8,6,3
FLT003363,SCL,BOG,SCL,B787,2023-10-04,Baja,2,8,7,7
FLT003364,GRU,MAD,GRU,B787,2024-01-27,Alta_Verano,2,11,6,3
FLT003365,GRU,MAD,GRU,B767,2022-03-07,Baja,2,6,3,4
FLT003366,LIM,BOG,LIM,B787,2022-09-02,Baja,2,8,6,13
FLT003367,SCL,LIM,SCL,A320,2024-12-25,Alta_Verano,2,5,5,11
FLT003368,BOG,MIA,BOG,A320,2023-05-14,Baja,2,6,6,8
FLT003369,LIM,GRU,LIM,B787,2023-11-28,Baja,2,9,6,12
FLT003370,SCL,GRU,SCL,B767,2022-07-20,Alta_Invierno,2,8,4,10
FLT003371,SCL,GRU,SCL,B737,2024-01-27,Alta_Verano,2,6,7,4
FLT003372,SCL,LIM,SCL,A320,2023-12-07,Alta_Verano,2,6,5,9
FLT003373,SCL,EZE,SCL,B787,2024-03-01,Baja,2,11,8,5
FLT003374,SCL,BOG,SCL,A320,2024-09-19,Baja,2,4,3,5
FLT003375,SCL,GRU,SCL,B767,2024-01-21,Alta_Verano,2,6,4,3
FLT003376,SCL,JFK,SCL,B737,2022-07-17,Alta_Invierno,2,5,7,
FLT003377,LIM,BOG,LIM,B737,2024-01-27,Alta_Verano,2,6,7,9
FLT003378,LIM,MIA,LIM,A350,2022-01-25,Alta_Verano,2,10,6,5
FLT003379,LIM,GRU,LIM,B737,2023-06-15,Alta_Invierno,2,6,3,6
FLT003380,SCL,LIM,SCL,B787,2024-12-27,Alta_Verano,2,12,5,2
FLT003381,SCL,MAD,SCL,B737,2022-11-23,Baja,2,5,3,14
FLT003382,SCL,GRU,SCL,B737,2024-10-03,Baja,2,5,6,9
FLT003383,LIM,BOG,LIM,B737,2023-09-13,Baja,2,4,5,8
FLT003384,SCL,EZE,SCL,A320,2024-04-05,Baja,2,4,7,5
FLT003385,SCL,LIM,SCL,B787,2023-07-23,Alta_Invierno,2,12,7,2
FLT003386,SCL,EZE,SCL,B787,2024-07-18,Alta_Invierno,2,8,8,7
FLT003387,LIM,MIA,LIM,B737,2023-02-14,Alta_Verano,2,6,3,7
FLT003388,SCL,EZE,SCL,A320,2022-07-20,Alta_Invierno,2,4,3,2
FLT003389,GRU,MIA,GRU,A320,2024-07-16,Alta_Invierno,2,4,6,11
FLT003390,SCL,MAD,SCL,B767,2022-06-17,Alta_Invierno,2,6,3,9
FLT003391,BOG,MIA,BOG,B737,2022-02-17,Alta_Verano,2,6,8,10
FLT003392,SCL,JFK,SCL,A320,2022-03-02,Baja,2,4,6,3
FLT003393,SCL,JFK,SCL,B787,2024-07-08,Alta_Invierno,2,11,5,3
FLT003394,LIM,GRU,LIM,B737,2022-07-06,Alta_Invierno,2,6,3,3
FLT003395,SCL,GRU,SCL,B767,2023-10-03,Baja,2,8,4,5
FLT003396,SCL,LIM,SCL,A320,2024-07-23,Alta_Invierno,2,5,4,10
FLT003397,BOG,MAD,BOG,B737,2023-07-23,Alta_Invierno,2,4,6,14
FLT003398,SCL,BOG,SCL,A320,2023-01-07,Alta_Verano,2,5,6,12
FLT003399,BOG,MIA,BOG,B767,2022-10-13,Baja,2,8,8,2
FLT003400,SCL,LIM,SCL,A320,2023-08-18,Alta_Invierno,2,5,8,5
FLT003401,LIM,GRU,LIM,B737,2022-06-12,Alta_Invierno,2,5,3,4
FLT003402,SCL,BOG,SCL,A320,2023-01-07,Alta_Verano,2,5,3,2
FLT003403,SCL,EZE,SCL,B737,2024-01-23,Alta_Verano,2,5,6,9
FLT003404,SCL,EZE,SCL,B737,2024-04-29,Baja,2,6,7,3
FLT003405,SCL,LIM,SCL,B767,2023-01-20,Alta_Verano,2,7,6,4
FLT003406,SCL,LIM,SCL,B767,2023-07-20,Alta_Invierno,2,8,3,5
FLT003407,GRU,MIA,GRU,A320,2022-01-19,Alta_Verano,2,6,8,11
FLT003408,GRU,MAD,GRU,A320,2022-10-30,Baja,2,5,3,7
FLT003409,LIM,BOG,LIM,A320,2024-07-16,Alta_Invierno,2,4,5,5
FLT003410,SCL,EZE,SCL,A320,2023-01-16,Alta_Verano,2,5,3,4
FLT003411,LIM,GRU,LIM,A320,2024-07-11,Alta_Invierno,2,5,6,2
FLT003412,SCL,JFK,SCL,B787,2022-10-17,Baja,2,9,7,10
FLT003413,LIM,MIA,LIM,B737,2022-11-10,Baja,2,5,5,11
FLT003414,SCL,BOG,SCL,B737,2024-11-30,Baja,2,5,5,4
FLT003415,SCL,LIM,SCL,B767,2023-01-12,Alta_Verano,2,6,3,5
FLT003416,LIM,GRU,LIM,A320,2022-10-04,Baja,2,6,3,10
FLT003417,SCL,MIA,SCL,B737,2023-01-24,Alta_Verano,2,4,8,13
FLT003418,LIM,BOG,LIM,A320,2024-05-05,Baja,2,4,3,3
FLT003419,SCL,GRU,SCL,B737,2022-06-30,Alta_Invierno,2,5,3,5
FLT003420,EZE,GRU,EZE,B787,2023-12-12,Alta_Verano,2,12,5,9
FLT003421,SCL,GRU,SCL,A320,2023-10-15,Baja,2,5,8,3
FLT003422,SCL,BOG,SCL,B787,2024-07-22,Alta_Invierno,2,8,8,9
FLT003423,LIM,MIA,LIM,A350,2022-07-23,Alta_Invierno,2,12,5,2
FLT003424,SCL,MIA,SCL,A320,2023-07-03,Alta_Invierno,2,4,8,14
FLT003425,SCL,MAD,SCL,B737,2023-11-16,Baja,2,5,6,13
FLT003426,SCL,JFK,SCL,A350,2022-01-01,Alta_Verano,2,8,3,13
FLT003427,SCL,BOG,SCL,A320,2024-12-06,Alta_Verano,2,4,8,8
FLT003428,LIM,BOG,LIM,B787,2024-06-20,Alta_Invierno,2,8,8,11
FLT003429,BOG,MAD,BOG,B767,2023-07-22,Alta_Invierno,2,7,6,7
FLT003430,LIM,GRU,LIM,B737,2024-02-22,Alta_Verano,2,4,3,4
FLT003431,SCL,EZE,SCL,B737,2024-12-15,Alta_Verano,2,5,8,3
FLT003432,LIM,GRU,LIM,A320,2022-12-11,Alta_Verano,2,4,6,7
FLT003433,SCL,MAD,SCL,A320,2022-07-10,Alta_Invierno,2,5,4,12
FLT003434,SCL,JFK,SCL,A350,2024-07-07,Alta_Invierno,2,12,4,11
FLT003435,BOG,MIA,BOG,B767,2024-07-04,Alta_Invierno,2,7,4,4
FLT003436,LIM,GRU,LIM,B787,2024-09-08,Baja,2,9,5,13
FLT003437,SCL,MIA,SCL,A350,2022-08-26,Alta_Invierno,2,9,3,3
FLT003438,SCL,BOG,SCL,A320,2023-09-22,Baja,2,6,3,3
FLT003439,LIM,MIA,LIM,B787,2022-07-04,Alta_Invierno,2,9,7,14
FLT003440,EZE,GRU,EZE,A320,2023-05-06,Baja,2,4,8,3
FLT003441,LIM,MIA,LIM,A320,2023-05-20,Baja,2,4,8,6
FLT003442,SCL,BOG,SCL,A350,2023-08-30,Alta_Invierno,2,9,4,5
FLT003443,SCL,GRU,SCL,A320,2023-06-09,Alta_Invierno,2,4,5,2
FLT003444,EZE,GRU,EZE,B787,2022-08-19,Alta_Invierno,2,9,8,8
FLT003445,BOG,MIA,BOG,B787,2023-12-03,Alta_Verano,2,10,3,5
FLT003446,SCL,LIM,SCL,B767,2023-09-27,Baja,2,8,3,9
FLT003447,BOG,MAD,BOG,A350,2023-01-09,Alta_Verano,2,10,3,10
FLT003448,GRU,MIA,GRU,B787,2023-10-31,Baja,2,11,6,10
FLT003449,LIM,MIA,LIM,A350,2024-01-06,Alta_Verano,2,9,3,7
FLT003450,SCL,MAD,SCL,B767,2024-08-06,Alta_Invierno,2,6,8,13
FLT003451,GRU,MAD,GRU,B787,2024-03-09,Baja,2,10,4,2
FLT003452,SCL,LIM,SCL,B767,2024-01-27,Alta_Verano,2,7,6,8
FLT003453,SCL,EZE,SCL,A320,2023-10-20,Baja,2,6,6,2
FLT003454,SCL,MIA,SCL,A320,2024-01-30,Alta_Verano,2,5,7,14
FLT003455,SCL,LIM,SCL,A320,2022-01-22,Alta_Verano,2,5,3,4
FLT003456,SCL,MIA,SCL,B737,2022-03-06,Baja,2,6,7,4
FLT003457,EZE,GRU,EZE,B787,2024-01-22,Alta_Verano,2,10,7,2
FLT003458,SCL,EZE,SCL,A320,2024-05-21,Baja,2,4,8,6
FLT003459,LIM,BOG,LIM,A320,2024-11-07,Baja,2,4,4,10
FLT003460,LIM,GRU,LIM,B787,2023-03-14,Baja,2,11,7,3
FLT003461,SCL,EZE,SCL,B737,2022-01-27,Alta_Verano,2,6,7,2
FLT003462,SCL,EZE,SCL,B787,2023-01-13,Alta_Verano,2,10,4,14
FLT003463,EZE,GRU,EZE,A320,2023-01-07,Alta_Verano,2,5,8,5
FLT003464,SCL,BOG,SCL,A320,2023-12-02,Alta_Verano,2,4,7,4
FLT003465,LIM,MIA,LIM,B737,2023-04-18,Baja,2,5,3,7
FLT003466,BOG,MIA,BOG,B737,2023-01-06,Alta_Verano,2,6,4,4
FLT003467,SCL,BOG,SCL,B767,2022-10-08,Baja,2,6,4,4
FLT003468,BOG,MAD,BOG,B737,2022-01-29,Alta_Verano,2,4,8,7
FLT003469,SCL,LIM,SCL,A320,2024-01-25,Alta_Verano,2,5,8,2
FLT003470,GRU,MIA,GRU,B787,2022-06-20,Alta_Invierno,2,11,5,2
FLT003471,LIM,MIA,LIM,A320,2022-07-01,Alta_Invierno,2,4,4,10
FLT003472,SCL,MIA,SCL,A320,2024-01-07,Alta_Verano,2,4,4,5
FLT003473,BOG,MAD,BOG,B737,2022-01-19,Alta_Verano,2,4,5,4
FLT003474,SCL,MAD,SCL,B737,2022-06-27,Alta_Invierno,2,6,6,9
FLT003475,SCL,EZE,SCL,B787,2022-07-03,Alta_Invierno,2,9,8,12
FLT003476,LIM,MIA,LIM,B787,2024-07-03,Alta_Invierno,2,12,4,14
FLT003477,SCL,LIM,SCL,A320,2024-02-03,Alta_Verano,2,4,8,3
FLT003478,LIM,BOG,LIM,B737,2023-10-09,Baja,2,5,4,3
FLT003479,SCL,MAD,SCL,B737,2023-10-27,Baja,2,5,5,5
FLT003480,SCL,BOG,SCL,B767,2024-10-08,Baja,2,7,6,14
FLT003481,SCL,MAD,SCL,B767,2024-07-21,Alta_Invierno,2,6,4,2
FLT003482,BOG,MIA,BOG,A320,2022-01-29,Alta_Verano,2,5,4,14
FLT003483,SCL,GRU,SCL,A320,2022-06-12,Alta_Invierno,2,6,7,12
FLT003484,BOG,MAD,BOG,A350,2022-06-05,Alta_Invierno,2,11,7,9
FLT003485,SCL,JFK,SCL,A320,2024-10-26,Baja,2,4,5,3
FLT003486,BOG,MIA,BOG,A350,2022-07-12,Alta_Invierno,2,8,4,6
FLT003487,SCL,BOG,SCL,B787,2022-07-07,Alta_Invierno,2,12,7,5
FLT003488,LIM,BOG,LIM,A320,2023-02-07,Alta_Verano,2,6,3,4
FLT003489,EZE,GRU,EZE,A320,2022-11-24,Baja,2,4,3,12
FLT003490,SCL,BOG,SCL,A320,2022-07-05,Alta_Invierno,2,6,6,11
FLT003491,EZE,GRU,EZE,B787,2022-09-24,Baja,2,12,8,12
FLT003492,EZE,GRU,EZE,B767,2024-08-28,Alta_Invierno,2,8,7,4
FLT003493,SCL,LIM,SCL,A320,2022-01-07,Alta_Verano,2,5,4,14
FLT003494,LIM,MIA,LIM,B737,2022-10-21,Baja,2,4,4,6
FLT003495,LIM,BOG,LIM,A320,2023-07-14,Alta_Invierno,2,5,7,5
FLT003496,GRU,MIA,GRU,B737,2023-01-25,Alta_Verano,2,4,3,12
FLT003497,SCL,BOG,SCL,B737,2023-09-05,Baja,2,5,5,5
FLT003498,LIM,MIA,LIM,B737,2022-01-25,Alta_Verano,2,5,5,4
FLT003499,SCL,BOG,SCL,B737,2023-07-10,Alta_Invierno,2,6,8,6
FLT003500,LIM,MIA,LIM,A320,2022-03-11,Baja,2,5,4,13
FLT003501,BOG,MIA,BOG,A320,2022-07-17,Alta_Invierno,2,4,3,3
FLT003502,BOG,MIA,BOG,B787,2022-11-04,Baja,2,8,8,3
FLT003503,SCL,JFK,SCL,B787,2024-08-10,Alta_Invierno,2,8,6,5
FLT003504,SCL,JFK,SCL,A320,2024-10-07,Baja,2,5,7,5
FLT003505,SCL,LIM,SCL,B767,2024-03-19,Baja,2,6,4,2
FLT003506,BOG,MAD,BOG,A320,2022-11-09,Baja,2,6,4,5
FLT003507,BOG,MAD,BOG,A320,2024-02-15,Alta_Verano,2,6,6,3
FLT003508,SCL,BOG,SCL,A320,2024-04-08,Baja,2,6,3,4
FLT003509,SCL,MIA,SCL,B737,2024-10-01,Baja,2,4,7,2
FLT003510,LIM,MIA,LIM,B787,2022-01-30,Alta_Verano,2,8,3,13
FLT003511,LIM,MIA,LIM,B767,2023-01-06,Alta_Verano,2,6,5,3
FLT003512,SCL,JFK,SCL,B737,2024-10-18,Baja,2,5,7,3
FLT003513,EZE,GRU,EZE,A320,2022-05-10,Baja,2,6,3,2
FLT003514,BOG,MIA,BOG,B767,2022-05-15,Baja,2,7,4,14
FLT003515,SCL,EZE,SCL,B787,2022-01-30,Alta_Verano,2,8,5,5
FLT003516,LIM,MIA,LIM,A320,2023-01-14,Alta_Verano,2,4,5,14
FLT003517,SCL,MIA,SCL,A320,2023-08-17,Alta_Invierno,2,4,5,14
FLT003518,LIM,MIA,LIM,A320,2023-12-08,Alta_Verano,2,6,7,5
FLT003519,SCL,GRU,SCL,A320,2023-08-30,Alta_Invierno,2,6,7,5
FLT003520,SCL,JFK,SCL,B737,2024-12-14,Alta_Verano,2,4,7,5
FLT003521,LIM,MIA,LIM,B787,2024-05-30,Baja,2,11,6,11
FLT003522,SCL,MAD,SCL,A320,2022-04-23,Baja,2,4,8,2
FLT003523,LIM,MIA,LIM,A320,2023-05-06,Baja,2,5,3,10
FLT003524,SCL,EZE,SCL,B787,2023-02-16,Alta_Verano,2,10,8,9
FLT003525,SCL,JFK,SCL,A320,2022-08-07,Alta_Invierno,2,4,5,5
FLT003526,SCL,MAD,SCL,B767,2023-10-20,Baja,2,6,4,4
FLT003527,LIM,MIA,LIM,B737,2023-10-31,Baja,2,4,8,
FLT003528,LIM,MIA,LIM,A320,2023-01-02,Alta_Verano,2,6,3,8
FLT003529,SCL,JFK,SCL,B737,2022-07-30,Alta_Invierno,2,5,4,4
FLT003530,SCL,GRU,SCL,B767,2023-03-23,Baja,2,6,6,7
FLT003531,GRU,MAD,GRU,B737,2023-07-01,Alta_Invierno,2,4,5,7
FLT003532,SCL,GRU,SCL,A350,2022-05-14,Baja,2,10,6,4
FLT003533,LIM,GRU,LIM,B787,2024-01-21,Alta_Verano,2,11,7,4
FLT003534,SCL,MAD,SCL,A320,2022-07-08,Alta_Invierno,2,4,7,8
FLT003535,SCL,MIA,SCL,B737,2024-01-12,Alta_Verano,2,6,5,11
FLT003536,SCL,MAD,SCL,A350,2023-08-29,Alta_Invierno,2,10,8,7
FLT003537,SCL,LIM,SCL,B737,2023-12-12,Alta_Verano,2,6,4,2
FLT003538,SCL,GRU,SCL,A320,2022-01-14,Alta_Verano,2,4,7,12
FLT003539,LIM,GRU,LIM,A350,2022-01-30,Alta_Verano,2,9,6,10
FLT003540,LIM,MIA,LIM,B737,2023-07-24,Alta_Invierno,2,5,8,9
FLT003541,GRU,MAD,GRU,A350,2022-05-31,Baja,2,8,5,5
FLT003542,SCL,JFK,SCL,B737,2023-05-07,Baja,2,6,3,7
FLT003543,SCL,MAD,SCL,A350,2022-12-19,Alta_Verano,2,10,8,4
FLT003544,SCL,JFK,SCL,B767,2023-07-16,Alta_Invierno,2,8,8,
FLT003545,LIM,MIA,LIM,B737,2024-01-13,Alta_Verano,2,4,5,4
FLT003546,LIM,BOG,LIM,A350,2022-10-01,Baja,2,9,7,7
FLT003547,EZE,GRU,EZE,B787,2022-07-12,Alta_Invierno,2,12,7,4
FLT003548,SCL,EZE,SCL,B737,2024-07-06,Alta_Invierno,2,6,5,7
FLT003549,GRU,MIA,GRU,B737,2022-10-26,Baja,2,5,6,5
FLT003550,LIM,GRU,LIM,A320,2022-05-02,Baja,2,5,4,13
FLT003551,EZE,GRU,EZE,A320,2022-03-10,Baja,2,5,5,11
FLT003552,GRU,MIA,GRU,B767,2022-03-02,Baja,2,7,6,4
FLT003553,EZE,GRU,EZE,B737,2023-03-07,Baja,2,5,4,3
FLT003554,BOG,MAD,BOG,A320,2023-08-19,Alta_Invierno,2,5,4,12
FLT003555,LIM,MIA,LIM,B767,2024-07-31,Alta_Invierno,2,7,3,5
FLT003556,SCL,MAD,SCL,A320,2022-07-28,Alta_Invierno,2,5,3,13
FLT003557,BOG,MAD,BOG,B767,2022-10-15,Baja,2,7,5,5
FLT003558,SCL,JFK,SCL,B787,2024-01-25,Alta_Verano,2,12,3,13
FLT003559,EZE,GRU,EZE,A320,2024-09-19,Baja,2,5,6,
FLT003560,BOG,MAD,BOG,B737,2023-09-30,Baja,2,5,8,12
FLT003561,BOG,MIA,BOG,B737,2023-01-24,Alta_Verano,2,5,7,3
FLT003562,LIM,BOG,LIM,B737,2024-01-09,Alta_Verano,2,6,4,4
FLT003563,SCL,MAD,SCL,A320,2022-01-28,Alta_Verano,2,6,6,3
FLT003564,SCL,LIM,SCL,A350,2024-03-21,Baja,2,8,4,7
FLT003565,BOG,MIA,BOG,B787,2024-09-09,Baja,2,11,5,8
FLT003566,SCL,LIM,SCL,B737,2022-12-13,Alta_Verano,2,5,6,7
FLT003567,LIM,BOG,LIM,B767,2024-11-05,Baja,2,6,5,2
FLT003568,SCL,JFK,SCL,B767,2023-06-02,Alta_Invierno,2,8,6,7
FLT003569,SCL,MIA,SCL,A350,2023-09-22,Baja,2,9,6,9
FLT003570,BOG,MIA,BOG,A320,2024-10-20,Baja,2,5,7,3
FLT003571,LIM,MIA,LIM,A320,2022-05-09,Baja,2,4,3,11
FLT003572,SCL,LIM,SCL,A320,2022-10-14,Baja,2,6,7,5
FLT003573,SCL,EZE,SCL,B737,2023-07-29,Alta_Invierno,2,4,4,13
FLT003574,LIM,GRU,LIM,B737,2022-12-09,Alta_Verano,2,4,8,3
FLT003575,BOG,MIA,BOG,B737,2024-07-02,Alta_Invierno,2,5,7,3
FLT003576,LIM,BOG,LIM,B767,2023-08-16,Alta_Invierno,2,8,5,2
FLT003577,SCL,LIM,SCL,B737,2022-07-10,Alta_Invierno,2,4,3,7
FLT003578,SCL,GRU,SCL,A320,2023-07-25,Alta_Invierno,2,5,3,
FLT003579,LIM,GRU,LIM,B787,2023-05-02,Baja,2,9,3,3
FLT003580,SCL,MAD,SCL,B737,2022-02-17,Alta_Verano,2,5,7,12
FLT003581,SCL,EZE,SCL,B737,2024-04-28,Baja,2,4,5,6
FLT003582,GRU,MIA,GRU,B767,2024-01-06,Alta_Verano,2,8,7,7
FLT003583,BOG,MAD,BOG,B737,2023-05-11,Baja,2,6,3,4
FLT003584,GRU,MIA,GRU,B737,2023-01-18,Alta_Verano,2,4,6,5
FLT003585,SCL,BOG,SCL,B787,2024-05-10,Baja,2,10,6,8
FLT003586,SCL,GRU,SCL,B737,2023-07-22,Alta_Invierno,2,6,7,6
FLT003587,GRU,MIA,GRU,B787,2024-04-16,Baja,2,9,7,11
FLT003588,EZE,GRU,EZE,B767,2023-02-19,Alta_Verano,2,6,8,8
FLT003589,SCL,EZE,SCL,B787,2022-11-30,Baja,2,12,8,10
FLT003590,GRU,MAD,GRU,B787,2023-07-09,Alta_Invierno,2,12,6,2
FLT003591,SCL,JFK,SCL,B737,2023-11-07,Baja,2,4,8,3
FLT003592,SCL,MIA,SCL,A320,2023-07-25,Alta_Invierno,2,6,3,5
FLT003593,SCL,GRU,SCL,A320,2023-01-28,Alta_Verano,2,4,8,2
FLT003594,EZE,GRU,EZE,B767,2024-05-14,Baja,2,6,3,4
FLT003595,BOG,MIA,BOG,B737,2022-02-25,Alta_Verano,2,6,6,5
FLT003596,GRU,MAD,GRU,B767,2023-05-04,Baja,2,6,5,8
FLT003597,EZE,GRU,EZE,B787,2024-10-08,Baja,2,10,8,5
FLT003598,SCL,EZE,SCL,B767,2022-01-10,Alta_Verano,2,8,8,6
FLT003599,SCL,MIA,SCL,B787,2024-01-19,Alta_Verano,2,8,6,14
FLT003600,SCL,MAD,SCL,B767,2024-08-29,Alta_Invierno,2,7,6,14
FLT003601,GRU,MAD,GRU,A320,2022-01-02,Alta_Verano,2,4,4,6
FLT003602,SCL,JFK,SCL,B737,2022-03-13,Baja,2,6,5,4
FLT003603,BOG,MIA,BOG,B767,2024-07-19,Alta_Invierno,2,8,7,3
FLT003604,BOG,MIA,BOG,B737,2023-09-04,Baja,2,6,5,8
FLT003605,SCL,LIM,SCL,A320,2022-01-22,Alta_Verano,2,4,4,2
FLT003606,SCL,JFK,SCL,B737,2023-07-17,Alta_Invierno,2,4,4,3
FLT003607,BOG,MIA,BOG,B787,2024-03-09,Baja,2,11,8,11
FLT003608,BOG,MIA,BOG,A350,2022-01-28,Alta_Verano,2,11,5,
FLT003609,SCL,GRU,SCL,B767,2022-02-27,Alta_Verano,2,7,4,13
FLT003610,SCL,MIA,SCL,A320,2023-09-06,Baja,2,6,4,12
FLT003611,LIM,MIA,LIM,A320,2022-09-18,Baja,2,5,5,12
FLT003612,LIM,GRU,LIM,B737,2024-02-02,Alta_Verano,2,4,5,5
FLT003613,SCL,MIA,SCL,A320,2023-12-14,Alta_Verano,2,4,3,7
FLT003614,LIM,BOG,LIM,A320,2023-05-25,Baja,2,4,5,2
FLT003615,SCL,EZE,SCL,A320,2023-08-11,Alta_Invierno,2,5,4,4
FLT003616,SCL,GRU,SCL,B767,2023-05-24,Baja,2,8,3,12
FLT003617,LIM,GRU,LIM,A320,2024-10-06,Baja,2,6,8,4
FLT003618,SCL,LIM,SCL,A320,2024-07-04,Alta_Invierno,2,5,5,4
FLT003619,LIM,MIA,LIM,A320,2024-07-01,Alta_Invierno,2,6,7,3
FLT003620,GRU,MAD,GRU,B767,2024-01-25,Alta_Verano,2,7,3,2
FLT003621,SCL,MIA,SCL,A320,2023-01-18,Alta_Verano,2,6,8,6
FLT003622,LIM,MIA,LIM,B737,2024-07-24,Alta_Invierno,2,5,4,2
FLT003623,LIM,BOG,LIM,B737,2023-04-11,Baja,2,5,7,4
FLT003624,BOG,MAD,BOG,B737,2022-11-11,Baja,2,6,8,6
FLT003625,SCL,MIA,SCL,A320,2023-01-10,Alta_Verano,2,6,3,8
FLT003626,SCL,EZE,SCL,B737,2023-04-15,Baja,2,5,8,12
FLT003627,SCL,MAD,SCL,B737,2024-01-06,Alta_Verano,2,5,5,7
FLT003628,LIM,BOG,LIM,A350,2024-01-13,Alta_Verano,2,10,8,2
FLT003629,EZE,GRU,EZE,A320,2023-07-24,Alta_Invierno,2,6,7,7
FLT003630,BOG,MIA,BOG,B737,2023-07-31,Alta_Invierno,2,6,3,11
FLT003631,SCL,BOG,SCL,A320,2022-01-09,Alta_Verano,2,6,3,5
FLT003632,LIM,BOG,LIM,B737,2022-06-22,Alta_Invierno,2,4,3,4
FLT003633,GRU,MIA,GRU,B737,2024-01-29,Alta_Verano,2,6,6,4
FLT003634,GRU,MAD,GRU,B737,2023-07-06,Alta_Invierno,2,5,3,2
FLT003635,LIM,GRU,LIM,B737,2023-07-10,Alta_Invierno,2,4,7,6
FLT003636,SCL,EZE,SCL,B737,2024-01-11,Alta_Verano,2,4,7,
FLT003637,BOG,MAD,BOG,A320,2023-07-19,Alta_Invierno,2,4,7,14
FLT003638,LIM,BOG,LIM,B787,2022-02-06,Alta_Verano,2,12,3,5
FLT003639,SCL,EZE,SCL,B767,2024-02-18,Alta_Verano,2,8,5,2
FLT003640,SCL,BOG,SCL,B767,2024-03-24,Baja,2,6,6,4
FLT003641,EZE,GRU,EZE,B737,2022-04-25,Baja,2,5,6,6
FLT003642,BOG,MAD,BOG,A320,2024-04-23,Baja,2,5,7,7
FLT003643,SCL,MAD,SCL,B787,2022-10-02,Baja,2,9,8,2
FLT003644,GRU,MAD,GRU,A320,2024-10-18,Baja,2,5,4,11
FLT003645,SCL,JFK,SCL,B787,2024-07-07,Alta_Invierno,2,11,4,2
FLT003646,LIM,BOG,LIM,A350,2024-01-14,Alta_Verano,2,10,3,9
FLT003647,GRU,MAD,GRU,B787,2022-02-09,Alta_Verano,2,11,4,
FLT003648,SCL,MAD,SCL,B767,2022-12-16,Alta_Verano,2,8,8,6
FLT003649,BOG,MAD,BOG,B737,2022-07-13,Alta_Invierno,2,6,3,12
FLT003650,SCL,EZE,SCL,B737,2023-01-22,Alta_Verano,2,4,6,4
FLT003651,BOG,MAD,BOG,A350,2023-07-11,Alta_Invierno,2,9,4,6
FLT003652,SCL,LIM,SCL,A320,2022-01-05,Alta_Verano,2,5,3,7
FLT003653,BOG,MIA,BOG,B767,2024-11-05,Baja,2,6,4,3
FLT003654,SCL,EZE,SCL,B787,2022-12-30,Alta_Verano,2,12,4,4
FLT003655,SCL,MIA,SCL,A320,2023-10-20,Baja,2,6,6,7
FLT003656,BOG,MIA,BOG,A320,2023-10-10,Baja,2,4,3,5
FLT003657,EZE,GRU,EZE,A320,2024-04-07,Baja,2,5,8,6
FLT003658,GRU,MAD,GRU,A320,2022-07-04,Alta_Invierno,2,6,8,3
FLT003659,GRU,MAD,GRU,A320,2022-07-09,Alta_Invierno,2,5,7,7
FLT003660,SCL,MAD,SCL,B737,2024-07-04,Alta_Invierno,2,5,7,5
FLT003661,EZE,GRU,EZE,A350,2023-08-16,Alta_Invierno,2,8,3,12
FLT003662,BOG,MAD,BOG,A320,2023-01-15,Alta_Verano,2,5,4,3
FLT003663,GRU,MIA,GRU,A320,2022-07-22,Alta_Invierno,2,6,6,2
FLT003664,LIM,MIA,LIM,A320,2022-10-29,Baja,2,6,7,5
FLT003665,LIM,GRU,LIM,A350,2024-04-30,Baja,2,11,5,14
